id,title,price,primary_image,item_images
244,Phuộc OHLINS SH Ý/Air Blade/PCX Chính Hãng,13800000,https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/07/dochoixedoc.vn-phuoc-ohlins-sh-italy-7.jpg""]"
245,Phuộc OHLINS SHVN 2012-2018 Chính Hãng,13800000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-ohlins-shvn-9.jpg""]"
246,Phuộc OHLINS Vario/Click/SHmode 1 Lò Xo Chính Hãng,7000000,https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-12.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-10.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/05/dochoixedoc.vn-phuoc-ohlins-vario-1-loxo-11.jpg""]"
247,Phuộc OHLINS Vario/Click/SHmode HO 545 Chính Hãng,8200000,https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-3.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/08/dochoixedoc.vn-phuoc-ohlins-vario-ho545-6.jpg""]"
248,Phuộc Ohlins. F1 Gắn Cho SH Ý/ Air Blade/ NVX,1700000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-4.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-2.jpg""]"
249,Phuộc Ohlins. F1 Gắn Cho SHVN 2012-2018,1800000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-oh.lins-f1-2.jpg""]"
250,Phuộc RCB 2017 – RB ABSORBER SH150i SB-3 Series (G-GL),2600000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-4.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-12.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-10.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-11.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-112-4.jpg""]"
251,Phuộc RCB 2018 – RB ABSORBER SH150i BD-2 Series (G-RD),3600000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-4.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-3-e1523869121963.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-2-e1523932683400.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-17.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-27.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-29.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-25.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-28.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-23.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-21.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-20.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-11.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-6-e1523868961135.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-19.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-26.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-22.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-16.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-10.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-24.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-18.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-15.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-12-e1523869021618.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-b-5.jpg""]"
252,Phuộc RCB 2018 – RB ABSORBER SH150i EB-2 Series (G-RD),2100000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-2-e1523932683400.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-20.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-19.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-16.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-15.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-17.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-10.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-13.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-12.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-11.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-102-6.jpg""]"
253,Phuộc RCB 2018 – RB ABSORBER SH150i SB-2 Series,2600000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-5.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-105-2-e1523932683400.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-13.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-14.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-12.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-17.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-16.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-11.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-097-15.jpg""]"
254,Phuộc RCB SH Ý – RB ABSORBER AIRBLAD SB Series (G-GL),2400000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-sh-y-2.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-sh-y-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-sh-y-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-sh-y-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-phuoc-rcb-sh-y-5.jpg""]"
255,Phuộc Trước Ohlins. F1 Gắn Cho SHVN 2012-2018,3500000,https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-truoc-oh.lins-shvn-f1-5.jpg""]"
256,Phuộc YSS 2018 Gắn Cho SH Ý/ @/ Dylan/ PS/ Air Blade,5680000,https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-5.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-sh-y-8.jpg""]"
257,Phuộc YSS 2018 Gắn Cho SHVN 2012-2018,5300000,https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/06/dochoixedoc.vn-phuoc-yss-shvn-7.jpg""]"
258,Pô Air Gắn Cho SHVN Lên SH Ý,700000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-bo-loc-gio-gan-shvn-len-shy-2.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-bo-loc-gio-gan-shvn-len-shy-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-bo-loc-gio-gan-shvn-len-shy-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-bo-loc-gio-gan-shvn-len-shy-4.jpg""]"
259,Tay Thắng Biker 6 Số,350000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-biker-6-so-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-biker-6-so.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-biker-6-so-2.jpg""]"
260,Tay thắng Biker 6 số Gãy,650000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-tahng-biker-6so-gay-8.jpg""]"
261,Tay Thắng Biker 6 Số Gãy Kéo Dài,900000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-bker-6-so-gay-dc-ngan-dai-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-bker-6-so-gay-dc-ngan-dai.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-bker-6-so-gay-dc-ngan-dai-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-bker-6-so-gay-dc-ngan-dai-3.jpg""]"
262,Tay thắng CRG. Carbon F1,1900000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-carbon-crg.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-carbon-crg-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-carbon-crg-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-carbon-crg-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-carbon-crg-4-e1522922261363.jpg""]"
263,Tay thắng CRG. Folding – F1,1200000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-folding.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-folding-1.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-folding-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-folding-3.jpg""]"
264,Tay thắng CRG. RC2 F1,800000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-rc2-f1-a.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-rc2-f1-d.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-rc2-f1-b.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-rc2-f1-c.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-crg-rc2-f1-e.jpg""]"
265,Tay Thắng IRC Dành Cho SH 02 Thắng Đĩa,1300000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-1.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-2.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-8.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-9.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-10.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-11.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-irc-4.jpg""]"
266,Tay thắng RacingBoy,350000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-6.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-5.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-7.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-f1-8.jpg""]"
267,Tay thắng RacingBoy Mỏng,350000,https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong-2.jpg,"[""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong-6.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong-4.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong-3.jpg"", ""https://dochoixedoc.vn/wp-content/uploads/2018/04/dochoixedoc.vn-tay-thang-rcb-mong-5.jpg""]"
